Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Antibiotics,Symptoms
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,"Amoxicillin, Metronidazole, Clarithromycin, Omeprazole, Ranitidine","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination,,,,,,,,,,,,,"Amoxicillin, Metronidazole, Azithromycin, Cefuroxime, Clarithromycin","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,"Amoxicillin, Clarithromycin, Metronidazole, Omeprazole, Ranitidine.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,,,,,,,,"Amoxicillin, Cefixime, Azithromycin, Ciprofloxacin, Clarithromycin","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Metronidazole, Azithromycin, Clindamycin","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum,,,,,,,,,,,,"Amoxicillin, Cefuroxime, Metronidazole, Azithromycin, Ciprofloxacin.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Clarithromycin, Cefuroxime, Cefpodoxime","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,"Ceftriaxone, Amoxicillin, Azithromycin, Cefuroxime, Clindamycin","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Levofloxacin","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,,,,,,,"Ciprofloxacin, Azithromycin, Amoxicillin, Ceftriaxone, Chloramphenicol.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Ciprofloxacin, Metronidazole","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Ciprofloxacin, Metronidazole","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,"Ribavirin, Sofosbuvir, Ledipasvir, Daclatasvir, Telaprevir","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Metronidazole, Ciprofloxacin","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,"Amoxicillin, Cefuroxime, Cefotaxime, Ceftriaxone, Azithromycin.","vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload"
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,"Ceftriaxone, Cefotaxime, Meropenem, Ampicillin, Metronidazole.","chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum"
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,"Isoniazid, Rifampicin, Ethambutol, Pyrazinamide, Streptomycin","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain"
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Levofloxacin.","chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum"
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Levofloxacin, Ceftriaxone.","constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus"
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,"Ciprofloxacin, Metronidazole, Amoxicillin, Azithromycin, Clindamycin","vomiting, breathlessness, sweating, chest_pain"
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clindamycin, Metronidazole","fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,"Amoxicillin, Cephalexin, Clindamycin, Doxycycline, Metronidazole.","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Amoxicillin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Levofloxacin.","skin_rash, pus_filled_pimples, blackheads, scurring"
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Nitrofurantoin, Trimethoprim, Ceftriaxone","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails"
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Doxycycline, Azithromycin","skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze"
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches,,,,,,,,,,,,,,"Amoxicillin, Clindamycin, Cephalexin, Erythromycin, Mupirocin","itching, skin_rash, nodal_skin_eruptions, dischromic _patches"
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,,"Clotrimazole, Fluconazole, Itraconazole, Terbinafine, Ketoconazole","continuous_sneezing, shivering, chills, watering_from_eyes"
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,"Amoxicillin, Azithromycin, Clarithromycin, Cefuroxime, Cefpodoxime","stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,"Amoxicillin, Metronidazole, Clarithromycin, Omeprazole, Ranitidine","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination,,,,,,,,,,,,,"Amoxicillin, Metronidazole, Azithromycin, Cefuroxime, Clarithromycin","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,"Amoxicillin, Clarithromycin, Metronidazole, Omeprazole, Ranitidine.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
Diabetes,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria,,,,,,,,"Amoxicillin, Cefixime, Azithromycin, Ciprofloxacin, Clarithromycin","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Metronidazole, Azithromycin, Clindamycin","vomiting, sunken_eyes, dehydration, diarrhoea"
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum,,,,,,,,,,,,"Amoxicillin, Cefuroxime, Metronidazole, Azithromycin, Ciprofloxacin.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Clarithromycin, Cefuroxime, Cefpodoxime","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,"Ceftriaxone, Amoxicillin, Azithromycin, Cefuroxime, Clindamycin","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Levofloxacin","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,,,,,,,"Ciprofloxacin, Azithromycin, Amoxicillin, Ceftriaxone, Chloramphenicol.","joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain"
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Ciprofloxacin, Metronidazole","itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections"
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Ciprofloxacin, Metronidazole","fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history"
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,"Ribavirin, Sofosbuvir, Ledipasvir, Daclatasvir, Telaprevir","joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Metronidazole, Ciprofloxacin","joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding"
